date,cumulative_return
2022-01-28,1.0
2022-02-28,0.9628880472763942
2022-03-31,1.0693332435651637
2022-04-30,0.9454340522146892
2022-05-31,0.8685359903417081
2022-06-30,0.8561431091108318
2022-07-31,0.929303506056895
2022-08-31,0.9824659839687871
2022-09-30,1.0527787196085767
2022-10-31,1.2582778675577322
2022-11-30,1.1924860589106427
2022-12-31,1.1715667168716586
2023-01-31,1.2053983049034034
2023-02-28,1.176596739676549
2023-03-31,1.2127550190892555
2023-04-30,1.2656350403101977
2023-05-31,1.2664310532289416
2023-06-30,1.323781431500443
2023-07-31,1.3777038388668008
2023-08-31,1.2243293057599138
2023-09-30,1.2271478605466275
2023-10-31,1.1459203572000016
2023-11-30,1.195902446801841
2023-12-31,1.2861211970308817
2024-01-31,1.1561001628868532
2024-02-29,1.2617754895225937
2024-03-31,1.275740273478244
2024-04-30,1.3041315738149692
2024-05-31,1.2525979345040543
2024-06-30,1.3460635178092952
2024-07-31,1.5265811151574895
2024-08-31,1.6181522021263155
2024-09-30,1.565852342835371
2024-10-31,1.5487446650123664
2024-11-30,1.5453546557430498
2024-12-31,1.488541059059436
2025-01-31,1.5215400990003418
2025-02-28,1.3296535198388495
2025-03-31,1.3453292879895944
2025-04-30,1.3523777348161723
2025-05-31,1.2015477317841907
2025-06-30,1.2259487104238505
2025-07-31,1.11899418476262
2025-08-31,1.2184051037676964
2025-09-30,1.225314737928386
2025-10-31,1.3465208253636896
2025-11-30,1.4744973132516803
2025-12-31,1.582920177366732
2026-01-31,1.7029200141842689
2026-02-28,1.668175935268187
2026-03-31,1.6866048561189757
2026-04-30,1.55630406711904
2026-05-31,1.426306264866066
