Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.5257215402948738,0.01478151553062479,0.23793700485796782,1.0656494718177039,0.0012227778073399071,0.06868649690246051
