Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
markowitz,-0.1451890731247073,0.11226396609436251,0.23216880581761806,1.4152728276018571,0.008905885776092536,0.06702136126811788
