Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.19624174096788277,0.10933218888315754,0.1853373855788157,1.448783696021328,0.008684005985484832,0.05350229472741536
