date,cumulative_return
2022-01-28,1.0
2022-02-28,1.0771245027129792
2022-03-31,1.1288760561306213
2022-04-30,1.014274054022091
2022-05-31,1.0095033235997257
2022-06-30,0.9039863491195661
2022-07-31,0.9226217834350943
2022-08-31,0.9637716830519979
2022-09-30,1.0055950654852712
2022-10-31,1.0170812930655821
2022-11-30,1.1149161698810102
2022-12-31,1.0784952739190734
2023-01-31,1.1214881241942625
2023-02-28,1.0271224545755255
2023-03-31,1.0364589060392722
2023-04-30,0.9856802994773446
2023-05-31,0.9654942034294139
2023-06-30,1.015310708549647
2023-07-31,1.0445001037082988
2023-08-31,0.9026884545598785
2023-09-30,0.8640939898374821
2023-10-31,0.8639648555169914
2023-11-30,0.936203560634741
2023-12-31,0.9989867396094565
2024-01-31,0.9216209066878391
2024-02-29,0.8985999011776401
2024-03-31,0.8481306505403979
2024-04-30,0.8495696538875473
2024-05-31,0.8334275155539689
2024-06-30,0.8220123603816427
2024-07-31,0.8161553613278978
2024-08-31,0.8764485933190181
2024-09-30,0.8918713063490314
2024-10-31,0.8817489202951764
2024-11-30,0.847308141071392
2024-12-31,0.8119240032038971
2025-01-31,0.8154983782497361
2025-02-28,0.8499010427358062
2025-03-31,0.9319298242522956
2025-04-30,0.9869052840457996
2025-05-31,0.9456216470629811
2025-06-30,0.9333785412805199
2025-07-31,0.9334591808300546
2025-08-31,0.9597909108223309
2025-09-30,0.9834793704410537
2025-10-31,1.0469351241156009
2025-11-30,1.1062430979156337
2025-12-31,1.1709920282717254
2026-01-31,1.29194389791024
2026-02-28,1.3205247986258848
2026-03-31,1.1993875988700617
2026-04-30,1.1723895377859939
2026-05-31,1.2271027155013001
