date,cumulative_return
2022-01-28,1.0
2022-02-28,1.0211791164254431
2022-03-31,1.037574575555667
2022-04-30,0.9748475509928826
2022-05-31,0.9552973529645136
2022-06-30,0.8996271046097606
2022-07-31,0.9938935630513708
2022-08-31,1.0142237846119764
2022-09-30,1.0368112693652172
2022-10-31,1.0628140521354683
2022-11-30,1.071351429505074
2022-12-31,1.0326062782499683
2023-01-31,0.9773003982216252
2023-02-28,0.954481434283459
2023-03-31,1.016698070880636
2023-04-30,1.0005736201275792
2023-05-31,1.0119311230185868
2023-06-30,1.0792080609663874
2023-07-31,1.046311204194681
2023-08-31,0.9763325017871176
2023-09-30,0.9289516025838844
2023-10-31,0.9129592785992016
2023-11-30,0.9735199509533086
2023-12-31,1.0269494579544274
2024-01-31,0.9747725611341056
2024-02-29,0.9387217307335136
2024-03-31,0.9300875870506295
2024-04-30,0.9076797205634144
2024-05-31,0.8655820566668663
2024-06-30,0.8542490740817523
2024-07-31,0.8660134702367808
2024-08-31,0.9573932754651135
2024-09-30,0.9759350890194082
2024-10-31,0.943593358288529
2024-11-30,0.9476945605834064
2024-12-31,0.9205546551852872
2025-01-31,0.8723956403685077
2025-02-28,0.957079712788782
2025-03-31,1.0652366080647582
2025-04-30,1.1424245951533576
2025-05-31,1.110685502544975
2025-06-30,1.0576203711452274
2025-07-31,0.9932464731078552
2025-08-31,0.988363451985844
2025-09-30,0.9701801905571442
2025-10-31,1.023616973989522
2025-11-30,1.113502542192985
2025-12-31,1.1686791264624623
2026-01-31,1.2575797230952033
2026-02-28,1.3751339055916023
2026-03-31,1.2886049412026586
2026-04-30,1.2280286543418204
2026-05-31,1.3991263468517203
