Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
mlp,-0.4323801944075903,0.027419418084127845,0.2606773037766274,1.1243641801949877,0.0022541865908811648,0.07525105575353085
