Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
markowitz,-0.43621474233524077,0.030431686193487906,0.2534616308701165,0.9919357660159471,0.002501275253030231,0.07316807040605167
