Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
mlp,-0.4327414063517586,0.02732022451054128,0.26068282955849087,1.1238938585315947,0.0022461406750217895,0.07525265090935403
