Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.1962430764308535,0.10933191507290396,0.18533739300142996,1.4487821667423788,0.008683985238163817,0.05350229687013953
