date,cumulative_return
2022-01-28,1.0
2022-02-28,0.9978814817438503
2022-03-31,1.1139347942178748
2022-04-30,0.9998944242941525
2022-05-31,0.9179565291713754
2022-06-30,0.8439938150749469
2022-07-31,0.8839513324511847
2022-08-31,0.9287846058051088
2022-09-30,0.9967063894868466
2022-10-31,1.0676168324751076
2022-11-30,1.1540358240225022
2022-12-31,1.1562415160134785
2023-01-31,1.237677970314249
2023-02-28,1.1157348075505675
2023-03-31,1.1428091185512566
2023-04-30,1.1350740959884784
2023-05-31,1.1218028319082052
2023-06-30,1.2035625759332862
2023-07-31,1.2379939713215895
2023-08-31,1.1326360131486186
2023-09-30,1.161536622612333
2023-10-31,1.0899573815012762
2023-11-30,1.1837322894601123
2023-12-31,1.2500021178737595
2024-01-31,1.078838589937138
2024-02-29,1.1200889545400885
2024-03-31,1.0004982115128769
2024-04-30,0.9881770635065569
2024-05-31,0.9588930418398995
2024-06-30,1.0075572306194074
2024-07-31,1.056953029379244
2024-08-31,1.138637599426762
2024-09-30,1.1228453311708528
2024-10-31,1.0957079540006895
2024-11-30,1.060980217698037
2024-12-31,1.0202489116417839
2025-01-31,1.0561472386877075
2025-02-28,1.0408077415264545
2025-03-31,1.1052123470189155
2025-04-30,1.206892493299484
2025-05-31,1.047604750210936
2025-06-30,1.0466289456996407
2025-07-31,1.0605707797209498
2025-08-31,1.1269820799816286
2025-09-30,1.1317894428370812
2025-10-31,1.1117213699349708
2025-11-30,1.2321699981322023
2025-12-31,1.208290476224723
2026-01-31,1.302205246815929
2026-02-28,1.3827728251076787
2026-03-31,1.3421626378564542
2026-04-30,1.2407884658125894
2026-05-31,1.065649471817704
