Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
mlp,-0.4581274691578248,0.04422275089621697,0.21222926734940578,1.09457822941776,0.003612578825519825,0.061265312317048244
