Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.19624293250734282,0.1093319165365656,0.1853375221451528,1.4487820296215819,0.008683985349069265,0.0535023341507211
