Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
markowitz,-0.5328684541446381,-0.011114593182296018,0.28325708343412964,0.9527212700300944,-0.0009314018166587374,0.08176927668528153
