Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.25545968839319805,0.09082531022558915,0.20875608839920515,1.3270405682875903,0.007270853145466391,0.06026269191612721
