date,cumulative_return
2022-01-28,1.0
2022-02-28,1.0649779512621795
2022-03-31,1.1255136840426134
2022-04-30,1.0078557621100117
2022-05-31,1.000356195807595
2022-06-30,0.9038138109874688
2022-07-31,0.9214996751939347
2022-08-31,0.9214234367531506
2022-09-30,0.9758060921079391
2022-10-31,0.9825323435591302
2022-11-30,1.102700324756059
2022-12-31,1.0978210321827022
2023-01-31,1.1271034971549074
2023-02-28,1.061952955143713
2023-03-31,1.0746642441196412
2023-04-30,1.01611169350664
2023-05-31,0.9726278548831778
2023-06-30,1.0049947187944432
2023-07-31,1.0352535987075908
2023-08-31,0.9740641181232875
2023-09-30,0.96778334849311
2023-10-31,0.956853804118269
2023-11-30,1.0741470322018578
2023-12-31,1.1393689882034712
2024-01-31,1.0402635557823399
2024-02-29,1.0238098849123305
2024-03-31,0.9929157373541625
2024-04-30,0.9905733834185089
2024-05-31,0.9695858227049515
2024-06-30,0.9691268358922734
2024-07-31,0.9729073091928053
2024-08-31,1.0268940417544667
2024-09-30,1.0646235187565216
2024-10-31,1.036716998210004
2024-11-30,1.0119458107103416
2024-12-31,0.957978771533388
2025-01-31,0.9556471607433733
2025-02-28,0.9910376028447382
2025-03-31,1.065254911206576
2025-04-30,1.076535359976303
2025-05-31,1.0543148365375492
2025-06-30,1.0311769380549558
2025-07-31,1.010190156138098
2025-08-31,1.033782660508978
2025-09-30,1.0457852006304247
2025-10-31,1.1454423008088441
2025-11-30,1.1945136223692876
2025-12-31,1.290039372035935
2026-01-31,1.4375354190692342
2026-02-28,1.4885708162573061
2026-03-31,1.3787747023625851
2026-04-30,1.3231876220693466
2026-05-31,1.4146321871548506
