Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
mlp,-0.2338024167988733,0.10154661698826573,0.18593906664200807,1.4146321871548506,0.008092166656667692,0.053675985089315564
