Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
markowitz,-0.11712405810305385,0.11766438384700706,0.2460695291839471,1.426306264866066,0.009313195100392403,0.07103415445685816
