date,cumulative_return
2022-01-28,1.0
2022-02-28,1.0544917320220544
2022-03-31,1.0996787768252456
2022-04-30,1.0286483308160024
2022-05-31,1.0004977119106975
2022-06-30,0.8327237793399456
2022-07-31,0.833898278160755
2022-08-31,0.868881389198425
2022-09-30,0.9191945854955682
2022-10-31,1.0143420425869798
2022-11-30,1.1288191681583455
2022-12-31,1.0935994451799973
2023-01-31,1.1561613469832641
2023-02-28,1.0705507324319916
2023-03-31,1.1001251120092816
2023-04-30,1.1317512264999716
2023-05-31,1.1641524036879236
2023-06-30,1.2323373330949319
2023-07-31,1.2559403405876084
2023-08-31,1.1788007105432186
2023-09-30,1.2104315822470313
2023-10-31,1.133263974304675
2023-11-30,1.1535685818454395
2023-12-31,1.2162970609648611
2024-01-31,1.1276170559032006
2024-02-29,1.2135121928377213
2024-03-31,1.1428998634573315
2024-04-30,1.1402469526191619
2024-05-31,1.1021741951963338
2024-06-30,1.1555098473014627
2024-07-31,1.1214836704843048
2024-08-31,1.15927659756386
2024-09-30,1.169047950669404
2024-10-31,1.1403863679238981
2024-11-30,1.094936296609569
2024-12-31,1.0517858076430022
2025-01-31,1.0750851889641653
2025-02-28,1.0335107505399102
2025-03-31,1.1112464941120712
2025-04-30,1.1893161285173328
2025-05-31,1.1099078685070038
2025-06-30,1.124387244799864
2025-07-31,1.0910856407200962
2025-08-31,1.136400216451881
2025-09-30,1.167555122211984
2025-10-31,1.2240424548787474
2025-11-30,1.3755240931809596
2025-12-31,1.4724604418302238
2026-01-31,1.5243187410608283
2026-02-28,1.4710413510957452
2026-03-31,1.2766325927446613
2026-04-30,1.1747391092841213
2026-05-31,1.09457822941776
