Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.3842553539101835,0.06805490379648704,0.19403479443835436,1.2271027155013001,0.0055016745358700825,0.0560130204005688
