Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
mlp,-0.2475298376008137,0.0955420725152265,0.19788282347674932,1.3703217666408118,0.0076330916565875255,0.05712385070115221
