Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
ridge,-0.196242843425213,0.10933191942961518,0.18533759287229243,1.4487819708986716,0.008683985568283117,0.05350235456788765
