Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
markowitz,-0.532868002985187,-0.011114419908846984,0.28325699443116326,0.9527219934228208,-0.0009313872149134627,0.08176925099233821
