Ticker,Weight,Model
VIVT3.SA,1.2069360797852628e-15,mlp
WEGE3.SA,0.0,mlp
TOTS3.SA,0.3694556631889815,mlp
VALE3.SA,0.0,mlp
CSNA3.SA,0.23054433681101835,mlp
RADL3.SA,0.0,mlp
BBAS3.SA,0.0,mlp
PCAR3.SA,0.0,mlp
ABEV3.SA,0.4,mlp
MRVE3.SA,0.0,mlp
