Ticker,Weight,Model
VIVT3.SA,2.7494162463742e-17,mlp
WEGE3.SA,0.0,mlp
TOTS3.SA,2.044590056209751e-16,mlp
VALE3.SA,0.24795397982624562,mlp
CSNA3.SA,2.796472712120502e-15,mlp
RADL3.SA,4.252327238728422e-16,mlp
PCAR3.SA,9.61508194303893e-16,mlp
PINE4.SA,0.35204602017375236,mlp
ABEV3.SA,0.39999999999999747,mlp
MRVE3.SA,6.346094119239578e-16,mlp
