Ticker,Weight,Model
PETR3.SA,0.0,ridge
WEGE3.SA,2.581315430813502e-15,ridge
TOTS3.SA,0.08034532005877341,ridge
VALE3.SA,0.4,ridge
CSNA3.SA,0.0,ridge
RADL3.SA,0.0,ridge
PCAR3.SA,0.11965467994118292,ridge
VIVT3.SA,0.0,ridge
ABEV3.SA,0.4,ridge
MRVE3.SA,0.0,ridge
