Ticker,Weight,Model
VIVT3.SA,0.0,ridge
WEGE3.SA,0.0,ridge
TOTS3.SA,0.20000000000005286,ridge
VALE3.SA,0.4,ridge
CSNA3.SA,0.0,ridge
RADL3.SA,0.0,ridge
BBAS3.SA,0.0,ridge
PCAR3.SA,0.0,ridge
ABEV3.SA,0.4,ridge
MRVE3.SA,0.0,ridge
