Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
Markowitz + MLP,0.5718321171273291,0.3432624944681457,0.27662106752885574,4.63437488804295,0.024896651143774002,0.07985362390065326
