Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
Classic Markowitz,0.5432382927142524,0.33161416294279733,0.274755525425333,4.405089738951615,0.024153060465342154,0.07931508828282655
