Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
Markowitz + Linear Regression,0.5911017678390278,0.35727886230966144,0.28560963480465934,4.861140162436049,0.025783613590261153,0.0824483997688104
