Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
Markowitz Classico,0.5246662016867563,0.3483235136099756,0.30883572808012283,4.495484648873942,0.025217889286266875,0.08915319537121649
