Ticker,Weight,Model
PETR4.SA,4.438000892707331e-17,Markowitz Classico
VALE3.SA,0.23239072085034293,Markowitz Classico
ITUB4.SA,0.0,Markowitz Classico
BBDC4.SA,0.0,Markowitz Classico
BBAS3.SA,5.0016007996627014e-17,Markowitz Classico
ABEV3.SA,1.761371502875026e-17,Markowitz Classico
WEGE3.SA,0.0,Markowitz Classico
B3SA3.SA,0.013977030966644816,Markowitz Classico
GGBR4.SA,0.7536322481830124,Markowitz Classico
