Ticker,Weight,Model
PETR3.SA,0.050592223546984,Classic Markowitz
WEGE3.SA,6.342582709040201e-17,Classic Markowitz
TOTS3.SA,0.0,Classic Markowitz
VALE3.SA,0.0,Classic Markowitz
EMBR3.SA,0.0,Classic Markowitz
VIVT3.SA,0.31429333632239337,Classic Markowitz
CSNA3.SA,3.119791751327039e-17,Classic Markowitz
RADL3.SA,0.0,Classic Markowitz
PCAR3.SA,1.4395494345176285e-16,Classic Markowitz
PINE4.SA,0.6351144401306226,Classic Markowitz
