Model,Sharpe,Annualized_Return,Annualized_Volatility,Cumulative_Return,Mean_Return,Volatility
Markowitz + Regressao Linear,0.5911015486405146,0.3572788491949157,0.28560972394931683,4.861139074638017,0.025783612764289303,0.0824484255026564
