Ticker,Weight,Model
PETR3.SA,0.038206430003973495,Markowitz + MLP
WEGE3.SA,5.97395397039513e-17,Markowitz + MLP
TOTS3.SA,3.541275345880779e-17,Markowitz + MLP
VALE3.SA,0.0,Markowitz + MLP
EMBR3.SA,1.867877055285183e-17,Markowitz + MLP
VIVT3.SA,0.20381312878683538,Markowitz + MLP
CSNA3.SA,2.9544509200229996e-18,Markowitz + MLP
RADL3.SA,0.0,Markowitz + MLP
PCAR3.SA,0.06747618552183991,Markowitz + MLP
PINE4.SA,0.6905042556873511,Markowitz + MLP
